input_text,target_text
"Subject: Business Analytics, Level: Advanced","Mastering Tableau and Excel, Advanced practices in Pivot Tables, Capstone Project using Power BI and Data Analysis"
"Subject: Quantum Computing, Level: Advanced","Mastering Qubits and Quantum Circuits, Advanced practices in Quantum Algorithms, Capstone Project using Quantum Cryptography and Quantum Computing"
"Subject: PHP, Level: Advanced","Mastering MySQL and Laravel, Advanced practices in API Development, Capstone Project using PHP and Web Development"
"Subject: Java, Level: Beginner","Introduction to Collections, Basics of Multithreading and OOP, Projects on Data Structures"
"Subject: Artificial Intelligence, Level: Advanced","Mastering NLP and Reinforcement Learning, Advanced practices in Neural Networks, Capstone Project using Deep Learning and Python"
"Subject: Networking, Level: Advanced","Mastering Network Security and Networking Protocols, Advanced practices in TCP/IP, Capstone Project using Switches and Routers"
"Subject: C++, Level: Intermediate","Deep dive into Data Structures and Memory Management, Advanced C++ concepts, Hands-on project with OOP"
"Subject: Google Cloud Platform, Level: Advanced","Mastering BigQuery and Compute Engine, Advanced practices in Kubernetes Engine, Capstone Project using GCP and Cloud Functions"
"Subject: Cybersecurity, Level: Intermediate","Deep dive into Ethical Hacking and Network Security, Advanced Cryptography concepts, Hands-on project with Penetration Testing"
"Subject: Natural Language Processing, Level: Intermediate","Deep dive into NLP and Sentiment Analysis, Advanced Language Models concepts, Hands-on project with Text Processing"
"Subject: Data Governance, Level: Beginner","Introduction to Data Quality, Basics of Regulations and Data Governance, Projects on Data Privacy"
"Subject: UI/UX Design, Level: Intermediate","Deep dive into Usability Testing and Prototyping, Advanced User Research concepts, Hands-on project with Figma"
"Subject: Data Engineering, Level: Beginner","Introduction to Spark, Basics of Data Pipelines and SQL, Projects on Hadoop"
"Subject: Node.js, Level: Advanced","Mastering Express.js and JavaScript, Advanced practices in Node.js, Capstone Project using APIs and Backend Development"
"Subject: Edge Computing, Level: Advanced","Mastering Edge Computing and Networking, Advanced practices in Distributed Systems, Capstone Project using IOT and Cloud Computing"
"Subject: DevOps, Level: Intermediate","Deep dive into Infrastructure as Code and AWS, Advanced CI/CD concepts, Hands-on project with Kubernetes"
"Subject: Reinforcement Learning, Level: Advanced","Mastering Q-Learning and Policy Gradient, Advanced practices in AI, Capstone Project using Deep Q Networks and Reinforcement Learning"
"Subject: Mobile App Development, Level: Intermediate","Deep dive into Dart and React Native, Advanced Flutter concepts, Hands-on project with Kotlin"
"Subject: Data Engineering, Level: Beginner","Introduction to Hadoop, Basics of Data Pipelines and ETL, Projects on Spark"
"Subject: Power BI, Level: Advanced","Mastering DAX and Power BI, Advanced practices in Dashboards, Capstone Project using Data Visualization and Power Query"
"Subject: TensorFlow, Level: Beginner","Introduction to Deep Learning, Basics of RNNs and CNNs, Projects on TensorFlow"
"Subject: Angular, Level: Beginner","Introduction to Components, Basics of TypeScript and JavaScript, Projects on Angular"
"Subject: C++, Level: Beginner","Introduction to OOP, Basics of Data Structures and STL, Projects on Memory Management"
"Subject: Deep Learning, Level: Beginner","Introduction to CNNs, Basics of TensorFlow and Neural Networks, Projects on Keras"
"Subject: Web Development, Level: Advanced","Mastering React and CSS, Advanced practices in HTML, Capstone Project using JavaScript and Node.js"
"Subject: Machine Learning, Level: Advanced","Mastering Unsupervised Learning and Supervised Learning, Advanced practices in Neural Networks, Capstone Project using TensorFlow and Python"
"Subject: Kotlin, Level: Advanced","Mastering Concurrency and Coroutines, Advanced practices in Kotlin, Capstone Project using OOP and Android Development"
"Subject: Excel, Level: Intermediate","Deep dive into Data Analysis and Macros, Advanced Pivot Tables concepts, Hands-on project with Formulas"
"Subject: Business Analytics, Level: Advanced","Mastering Data Analysis and Pivot Tables, Advanced practices in Power BI, Capstone Project using Excel and Tableau"
"Subject: Blockchain, Level: Intermediate","Deep dive into Smart Contracts and Ethereum, Advanced Decentralized Apps concepts, Hands-on project with Solidity"
"Subject: SEO, Level: Beginner","Introduction to SEO, Basics of Backlinks and Content Optimization, Projects on On-Page SEO"
"Subject: PHP, Level: Beginner","Introduction to Laravel, Basics of API Development and Web Development, Projects on MySQL"
"Subject: UI/UX Design, Level: Beginner","Introduction to Usability Testing, Basics of Wireframing and Figma, Projects on User Research"
"Subject: Natural Language Processing, Level: Beginner","Introduction to Sentiment Analysis, Basics of Language Models and Chatbots, Projects on NLP"
"Subject: Hadoop, Level: Intermediate","Deep dive into Big Data and MapReduce, Advanced Hadoop concepts, Hands-on project with Distributed Systems"
"Subject: Ruby, Level: Intermediate","Deep dive into ActiveRecord and Rails, Advanced Ruby concepts, Hands-on project with Web Development"
"Subject: Data Warehousing, Level: Advanced","Mastering ETL and Data Integration, Advanced practices in Big Data, Capstone Project using Data Warehousing and SQL"
"Subject: Machine Learning, Level: Advanced","Mastering Neural Networks and Supervised Learning, Advanced practices in TensorFlow, Capstone Project using Unsupervised Learning and Python"
"Subject: Google Cloud Platform, Level: Beginner","Introduction to Kubernetes Engine, Basics of GCP and Compute Engine, Projects on BigQuery"
"Subject: Big Data, Level: Intermediate","Deep dive into Hadoop and Distributed Systems, Advanced Spark concepts, Hands-on project with Big Data"
"Subject: Edge Computing, Level: Advanced","Mastering Distributed Systems and IOT, Advanced practices in Networking, Capstone Project using Edge Computing and Cloud Computing"
"Subject: Game Development, Level: Beginner","Introduction to AI for Games, Basics of C# and Unity, Projects on Game Physics"
"Subject: Mobile App Development, Level: Intermediate","Deep dive into React Native and Flutter, Advanced Dart concepts, Hands-on project with Kotlin"
"Subject: Swift, Level: Intermediate","Deep dive into iOS Development and UI Design, Advanced Core Data concepts, Hands-on project with APIs"
"Subject: Cybersecurity, Level: Intermediate","Deep dive into Network Security and Penetration Testing, Advanced Cryptography concepts, Hands-on project with Ethical Hacking"
"Subject: Networking, Level: Advanced","Mastering Switches and TCP/IP, Advanced practices in Networking Protocols, Capstone Project using Network Security and Routers"
"Subject: Mobile App Development, Level: Beginner","Introduction to Flutter, Basics of Kotlin and React Native, Projects on Swift"
"Subject: Big Data, Level: Advanced","Mastering Spark and Distributed Systems, Advanced practices in Data Lakes, Capstone Project using Hadoop and Big Data"
"Subject: Data Engineering, Level: Beginner","Introduction to Data Pipelines, Basics of Spark and Hadoop, Projects on SQL"
"Subject: Salesforce, Level: Beginner","Introduction to Lead Management, Basics of Sales Automation and CRM, Projects on Customer Service"
"Subject: React Native, Level: Intermediate","Deep dive into JavaScript and UI Design, Advanced Mobile Development concepts, Hands-on project with State Management"
"Subject: Big Data, Level: Advanced","Mastering Hadoop and Distributed Systems, Advanced practices in Spark, Capstone Project using Big Data and Data Lakes"
"Subject: Node.js, Level: Beginner","Introduction to Node.js, Basics of JavaScript and Express.js, Projects on Backend Development"
"Subject: Azure Cloud, Level: Beginner","Introduction to Data Lakes, Basics of Azure Functions and AI Services, Projects on Cloud Services"
"Subject: Kotlin, Level: Beginner","Introduction to Kotlin, Basics of Android Development and Concurrency, Projects on OOP"
"Subject: Power BI, Level: Advanced","Mastering DAX and Power Query, Advanced practices in Dashboards, Capstone Project using Data Visualization and Power BI"
"Subject: UI/UX Design, Level: Beginner","Introduction to Figma, Basics of Prototyping and Wireframing, Projects on User Research"
"Subject: Vue.js, Level: Intermediate","Deep dive into Vue.js and Routing, Advanced JavaScript concepts, Hands-on project with Components"
"Subject: C++, Level: Intermediate","Deep dive into C++ and STL, Advanced Memory Management concepts, Hands-on project with Data Structures"
"Subject: Power BI, Level: Advanced","Mastering DAX and Dashboards, Advanced practices in Power Query, Capstone Project using Data Visualization and Power BI"
"Subject: Google Cloud Platform, Level: Advanced","Mastering GCP and Kubernetes Engine, Advanced practices in Cloud Functions, Capstone Project using BigQuery and Compute Engine"
"Subject: Hadoop, Level: Intermediate","Deep dive into Distributed Systems and Hadoop, Advanced Big Data concepts, Hands-on project with MapReduce"
"Subject: Power BI, Level: Intermediate","Deep dive into Power Query and Power BI, Advanced Data Visualization concepts, Hands-on project with Dashboards"
"Subject: SEO, Level: Beginner","Introduction to SEO, Basics of Keywords and Backlinks, Projects on Content Optimization"
"Subject: Business Analytics, Level: Advanced","Mastering Data Analysis and Tableau, Advanced practices in Power BI, Capstone Project using Excel and Pivot Tables"
"Subject: Data Engineering, Level: Advanced","Mastering SQL and ETL, Advanced practices in Data Pipelines, Capstone Project using Hadoop and Spark"
"Subject: Kubernetes, Level: Intermediate","Deep dive into Kubernetes and CI/CD, Advanced Containers concepts, Hands-on project with Microservices"
"Subject: Blockchain, Level: Advanced","Mastering Ethereum and Solidity, Advanced practices in Smart Contracts, Capstone Project using Decentralized Apps"
"Subject: Digital Marketing, Level: Advanced","Mastering Google Analytics and SEO, Advanced practices in Social Media Marketing, Capstone Project using Content Marketing and Email Marketing"
"Subject: TensorFlow, Level: Intermediate","Deep dive into TensorFlow and Deep Learning, Advanced CNNs concepts, Hands-on project with Neural Networks"
"Subject: Excel, Level: Beginner","Introduction to Pivot Tables, Basics of Macros and Formulas, Projects on Excel"
"Subject: Ruby, Level: Beginner","Introduction to Ruby, Basics of Web Development and Rails, Projects on ActiveRecord"
"Subject: Natural Language Processing, Level: Beginner","Introduction to Text Processing, Basics of Chatbots and Language Models, Projects on Sentiment Analysis"
"Subject: Agile Project Management, Level: Advanced","Mastering Sprint Planning and Jira, Advanced practices in Kanban, Capstone Project using Scrum and Agile"
"Subject: Vue.js, Level: Beginner","Introduction to Routing, Basics of JavaScript and Vue.js, Projects on Components"
"Subject: Data Governance, Level: Beginner","Introduction to Data Privacy, Basics of Data Quality and Data Governance, Projects on Compliance"
"Subject: Kotlin, Level: Beginner","Introduction to Coroutines, Basics of Concurrency and Android Development, Projects on OOP"
